Transactions,Blocks,Output_Satoshis,anomaly
150,285122,1214044.752,0
153,225776,830572.2505,0
158,201597,871329.6532,0
152,228153,711559.3835,0
152,248745,660397.5181,0
169,327500,695793.2128,0
164,225212,800353.9474,0
155,249304,1096888.923,0
152,213315,952547.6689,0
165,163566,468753.5395,0
165,258978,732227.1628,0
162,291213,840791.7429,0
172,281033,1134011.441,0
156,290881,1138485.291,0
158,247755,1167816.877,0
140,241714,1244955.47,0
147,299907,1444881.242,0
140,312006,1260617.841,0
147,369200,968388.5605,0
155,301945,1238899.633,0
142,275279,1033013.598,0
127,297166,1777456.867,0
145,307313,2405987.366,0
151,339607,2577910.753,0
139,303684,1954797.048,0
138,358317,1129745.74,0
153,289498,975319.0226,0
144,304450,1010771.694,0
118,278983,1415745.681,0
149,274064,1429334.28,0
135,260779,1210357.461,0
124,255473,1031664.176,0
126,244954,1198004.7,0
125,400375,939292.2823,0
127,308401,2117894.105,0
149,286444,1168996.658,0
164,215448,931086.7845,0
164,251124,984245.5476,0
138,236325,892273.3536,0
166,333503,784700.3112,0
155,277511,756613.0128,0
159,248482,994219.9033,0
127,265167,1303829.042,0
159,265408,1216663.51,0
159,236038,1249085.903,0
177,273027,942154.7112,0
159,232490,630706.709,0
132,389909,642136.12,0
161,293981,871703.0798,0
144,295234,837890.4053,0
158,287964,875765.9813,0
119,317277,740915.4394,0
146,514192,1038641.097,0
160,340220,705935.3001,0
140,436318,736443.2802,0
157,362343,735152.0297,0
149,414954,802288.6361,0
167,305642,860241.9696,0
166,270936,711660.2269,0
158,286824,793592.5813,0
142,331621,616374.9694,0
151,318876,474504.9653,0
142,310695,832204.4271,0
129,284451,733761.653,0
159,288167,830420.6323,0
150,277521,1154679.246,0
152,283911,1508199.836,0
142,344138,628807.6266,0
140,322307,1271223.761,0
158,317151,1918811.469,0
158,307692,1119273.268,0
140,284041,900939.9948,0
132,292651,1092698.316,0
148,266613,827288.9005,0
140,313788,1141946.234,0
156,319007,2274954.467,0
144,320007,1127088.021,0
152,284875,1129610.618,0
154,278584,889926.8051,0
131,262380,1062851.207,0
146,282264,939969.1621,0
131,314108,803088.6926,0
143,319117,580275.5129,0
139,316568,942371.1835,0
128,278774,791384.668,0
153,282079,1527886.934,0
137,298046,1099027.916,0
136,300406,828924.7198,0
151,312902,648767.1488,0
142,329569,494624.0947,0
145,328577,895888.5869,0
173,256874,962933.2127,0
162,266308,1074177.826,0
148,284260,990488.3161,0
171,281933,1009654.614,0
148,286551,636684.2846,0
153,336903,560267.5255,0
142,307942,864869.1159,0
150,329693,853286.6647,0
132,324759,1081312.209,0
166,316199,787470.6151,0
146,289987,741739.1986,0
153,314015,466174.8901,0
148,338509,456585.2212,0
126,308522,744633.7591,0
152,306685,798411.0204,0
125,306986,921436.6376,0
133,306951,889290.2705,0
152,317192,1018464.98,0
140,341042,629073.6507,0
128,301449,482927.6735,0
156,331480,932492.3319,0
149,311058,993521.1026,0
122,281376,817384.2247,0
138,271416,1142185.798,0
126,290438,1155280.224,0
146,329161,778624.8933,0
145,325086,1011395.913,0
154,326866,1313191.509,0
153,293047,1267835.01,0
152,317931,1313270.987,0
130,317225,1142239.424,0
124,300650,1254488.658,0
163,337931,942009.3881,0
144,333300,1104967.223,0
137,314388,1339966.492,0
153,305122,1314843.551,0
127,324494,1283313.521,0
134,300183,1202935.442,0
148,272525,1222705.279,0
147,348747,841138.9669,0
141,302114,814678.1022,0
128,297681,1249214.42,0
154,315360,1209226.6,0
161,321011,1183663.597,0
141,316721,1305959.252,0
150,369932,1094583.254,0
129,274293,891165.68,0
129,320844,964880.0029,0
158,327595,1185811.587,0
150,316841,1053433.908,0
162,310033,1116788.212,0
154,281076,1045569.81,0
147,301528,946033.6857,0
132,330556,766837.9326,0
171,308744,624927.3168,0
144,297963,943037.2218,0
130,300803,1197521.893,0
145,309624,1097789.817,0
155,289154,951824.0655,0
138,311440,1306168.098,0
112,279814,952580.4924,0
146,385081,726332.156,0
141,334519,944628.1899,0
144,326670,1012801.84,0
138,300728,1155364.881,0
132,308052,1013080.77,0
154,359794,1083044.471,0
136,411795,910677.7551,0
148,347626,939481.6342,0
132,368599,1511638.926,0
150,360338,1427614.349,0
142,359537,1371892.788,0
141,328440,1241860.249,0
138,317752,1447942.092,0
178,336214,1067922.86,0
149,309884,985928.1828,0
157,303464,1129649.879,0
151,327856,1280040.336,0
169,399595,1315885.147,0
135,329210,1270934.584,0
142,370986,1366574.232,0
159,349993,1059041.014,0
148,355190,1314421.188,0
144,406580,1488281.478,0
118,386884,1882331.978,0
158,466957,1896661.993,0
156,510294,1470729.017,0
147,444276,1862738.655,0
134,336719,1106879.277,0
124,352492,982028.3726,0
153,502274,1116461.808,0
140,374720,1159177.864,0
156,319841,1151794.271,0
152,284544,954825.2733,0
154,350523,1523303.491,0
129,378449,1268853.974,0
141,341934,825968.9503,0
140,349684,1334497.097,0
145,759518,1670248.6,0
135,376398,1307377.465,0
154,382234,1346675.491,0
161,364477,1256857.348,0
152,344989,931803.5125,0
142,371903,1148118.743,0
181,743595,1515223.326,0
134,891844,1252017.954,0
161,1504764,1278701.823,0
133,822374,1327555.348,0
154,872550,1846251.528,0
148,1444893,1282132.212,0
135,1138206,1265050.143,0
148,808290,1377993.237,0
144,325751,1301094.159,0
153,324695,1278826.696,0
134,310840,1411380.258,0
147,304845,1196198.22,0
149,353277,912672.7823,0
152,387963,741667.3192,0
156,341816,1021035.401,0
127,355435,1072092.571,0
154,349498,1066781.87,0
140,291706,1147723.095,0
169,309756,1237475.72,0
154,285852,775155.0696,0
144,448414,605701.1592,0
149,545164,1023387.285,0
136,475750,1225712.8,0
152,1535909,1124862.871,0
134,1203632,1045771.381,0
151,1621968,1036533.208,0
155,1685670,795128.0458,0
151,535021,652971.4523,0
157,437649,1039238.01,0
136,1305324,1190335.552,0
133,1376332,1251881.952,0
143,1501226,1164782.1,0
137,552295,1135247.966,0
161,326336,1260644.042,0
142,315183,1243911.32,0
167,346650,1252737.054,0
162,317853,1189959.004,0
126,332487,1367337.176,0
147,327870,1476997.212,0
142,318110,1396733.761,0
137,310933,1051601.128,0
138,322581,1102992.145,0
147,325385,1534698.414,0
141,343321,1838006.14,0
156,331696,1672000.194,0
150,323835,1614044.41,0
165,328887,1443062.661,0
158,356063,1298520.289,0
134,335200,1054276.888,0
155,356433,2044762.559,0
135,345314,2090682.397,0
161,335652,1602665.082,0
137,334089,1521364.302,0
155,346730,1696745.71,0
160,344630,970603.2077,0
150,345570,796372.9679,0
157,365587,1289203.026,0
154,364279,1450189.359,0
160,2035035,1420760.404,0
146,471866,1244428.457,0
156,300886,1126207.636,0
147,401639,927671.4473,0
144,352129,974590.2221,0
152,377514,1037449.438,0
136,369270,1405755.725,0
149,350231,1322667.49,0
171,333310,1388529.813,0
158,450358,1229166.287,0
135,361565,792194.7014,0
151,442119,857284.687,0
152,396909,1274802.365,0
160,403102,1328808.247,0
142,379713,1447703.351,0
144,499988,1313550.111,0
147,406400,1294189.438,0
125,308448,1103841.71,0
128,437493,921339.9312,0
132,398650,1626346.885,0
157,420927,1509301.549,0
158,356808,1275111.387,0
140,343646,1218839.384,0
164,351663,1377613.436,0
147,349373,1031722.863,0
149,365006,762307.9736,0
143,365718,1498942.326,0
174,387826,1708232.253,0
148,389145,1427955.317,0
149,357285,1594273.517,0
138,376114,1736936.173,0
145,300092,1014633.646,0
153,389225,875921.7015,0
153,334952,1376046.461,0
142,370623,1746893.786,0
133,354353,1467287.931,0
140,365684,2024493.039,0
126,290543,1285576.088,0
160,381515,1202360.838,0
146,333467,984354.2715,0
142,339391,1420597.101,0
137,339328,1686833.094,0
152,353913,1712379.268,0
166,429043,1988422.698,0
144,392290,1850429.227,0
136,429136,1528651.216,0
145,382222,1078549.972,0
165,388766,1486021.039,0
128,423367,1571077.208,0
144,410974,1415030.642,0
148,403929,1578891.061,0
149,399107,1457532.568,0
145,442125,1366695.171,0
155,409240,1420121.219,0
164,342001,1557555.623,0
147,405468,1841851.101,0
139,405231,2018300.807,0
151,423102,2350028.927,0
171,446980,2570362.496,0
147,449376,1859735.456,0
153,461336,1728973.135,0
153,455185,2577333.997,0
155,510512,3664257.982,0
155,555995,11057976.93,0
146,505951,3729387.69,0
145,510990,2801172.948,0
152,415585,2270257.386,0
139,425376,1951961.571,0
149,466013,3077511.095,0
146,439561,2949523.744,0
168,429240,3406609.13,0
161,445833,3009330.159,0
160,422708,2859815.653,0
142,459872,3101801.957,0
160,470163,2174095.971,0
173,433925,2677886.976,0
149,431888,1941829.002,0
153,479268,1818395.251,0
136,411612,2044159.951,0
167,425193,2234969.792,0
174,439128,1486007.496,0
172,436210,1143630.172,0
163,389456,1346455.366,0
156,441271,1443783.471,0
148,410393,1886760.528,0
176,439440,2121111.666,0
133,422346,2178876.039,0
154,507705,1963586.131,0
149,335336,1385292.605,0
162,576429,2456831.957,0
167,480291,2486562.891,0
161,507333,2752052.293,0
142,408365,2082292.177,0
153,471788,2679265.338,0
175,544145,4911502.152,0
159,526680,5488139.032,0
147,501342,3198317.656,0
175,550518,3008976.095,0
168,574959,3947929.92,0
216,579374,3245902.978,0
160,532563,3776131.78,0
162,592377,3362852.452,0
142,573185,5207976.689,0
195,593016,4849779.812,0
183,608051,4358464.701,0
163,564032,4431091.6,0
155,547197,4178403.356,0
169,544605,4061563.689,0
157,612366,3879031.2,0
165,578907,3945090.584,0
149,599932,5318227.109,0
150,581895,4795572.96,0
157,552232,4488757.243,0
138,546490,4684927.76,0
162,477830,3913272.876,0
171,530421,2699655.458,0
205,496113,1447421.017,0
151,477365,2152309.076,0
159,480725,2157841.571,0
165,487830,2293384.819,0
142,395512,1162597.626,0
135,361519,957481.3386,0
145,455120,1037919.807,0
145,478708,898547.9591,0
181,492865,1067068.386,0
157,506371,1392599.198,0
141,440544,1337496.909,0
147,535250,1606573.864,0
173,490006,1195551.73,0
151,551926,849532.1543,0
175,514568,1160859.932,0
170,530110,1824150.772,0
170,558341,1280395.967,0
148,487359,1409539.891,0
133,494585,1228523.945,0
122,480131,1728312.77,0
142,547754,1473914.859,0
151,655229,10358180.69,0
173,561828,9462153.274,0
133,489778,8804629.111,0
152,598930,3967101.066,0
137,595260,5266985.975,0
176,570236,7717679.823,0
179,567220,29768145.47,0
171,586891,67354303.37,0
162,599226,17367466.23,0
160,619748,10394314.61,0
155,596276,13896094.58,0
146,590159,6084369.445,0
169,564169,7175478.217,0
187,583601,3422463.244,0
181,559202,1704471.939,0
161,562971,5353569.418,0
180,669182,3818602.545,0
179,506855,1577346.148,0
168,551018,2485172.491,0
188,617936,3487723.179,0
200,658304,3137891.802,0
176,730464,3041718.269,0
148,615301,2629156.678,0
176,615785,2225832.235,0
164,610309,2646048.092,0
192,597246,2657689.201,0
171,552767,2665208.641,0
156,523948,2598268.289,0
166,590251,2778938.771,0
152,600418,3880471.863,0
138,556143,3966772.182,0
155,634120,3984892.838,0
169,577287,3852448.449,0
145,566758,4782154.687,0
150,603179,4131729.578,0
128,630856,4198945.524,0
127,648611,4461640.106,0
136,632369,3962773.453,0
118,547482,3669393.31,0
155,595882,3095841.03,0
140,544294,3286075.112,0
147,532336,2530526.52,0
134,590980,8486292.939,0
133,676893,9924706.546,0
141,702171,11003614.98,0
157,673159,5716209.127,0
135,658300,3528608.928,0
155,547949,7461412.161,0
150,614034,19515216.28,0
148,498931,2011705.877,0
133,473488,2900051.674,0
154,552148,2311084.874,0
168,498399,2065424.291,0
155,517899,2439731.629,0
160,506344,2364181.047,0
144,435355,1829899.063,0
133,480874,1621259.994,0
152,525595,2416469.225,0
161,525272,3177959.038,0
152,521190,13343936.38,0
141,556153,7984729.776,0
136,526348,5239445.108,0
136,509261,2190183.073,0
146,540821,1773449.036,0
139,537259,2041577.706,0
148,575942,2235032.31,0
149,505060,2066836.888,0
147,491842,2286669.23,0
146,466604,2113238.619,0
153,465715,1505132.491,0
141,471223,1737057.957,0
170,527607,2086417.656,0
157,549043,2116335.573,0
147,511858,2032137.572,0
124,507715,2188915.911,0
153,571871,2181489.106,0
139,503634,1758765.063,0
142,526343,1561627.973,0
166,579428,2132110.885,0
155,554954,2257744.577,0
157,590577,2397382.263,0
139,561170,2739799.395,0
144,560739,2728055.143,0
162,529829,2249002.686,0
173,545404,2005055.242,0
153,601218,2571238.481,0
148,638781,3495580.001,0
164,580638,3218812.195,0
164,603612,2964839.213,0
139,554934,3822217.796,0
138,485755,3051672.788,0
158,566973,2619262.394,0
134,587000,3962456.694,0
150,594598,3705997.507,0
165,558978,4077380.519,0
151,583239,5033188.762,0
143,532268,5290883.165,0
144,538990,3426251.697,0
132,543874,2223869.595,0
127,588903,2719385.889,0
151,659056,2770136.734,0
129,591977,2485051.224,0
135,625134,2696007.31,0
158,722914,2522444.202,0
146,598873,1899766.45,0
155,564675,1879509.599,0
157,602396,2450687.783,0
151,572339,2273860.039,0
167,606953,2276671.25,0
155,571566,2161621.794,0
162,574270,2321255.5,0
150,510825,1893689.36,0
168,528788,1623830.879,0
171,601115,2062306.883,0
158,619158,2211911.674,0
133,581632,2510174.685,0
139,566231,2295414.38,0
152,595423,2577781.011,0
144,580829,1910552.81,0
139,566416,2042797.059,0
141,687450,2688738.834,0
141,656361,2703819.915,0
153,728988,2250192.07,0
120,584123,2544431.129,0
149,536225,2134599.692,0
141,530704,1578456.149,0
184,507635,1512379.669,0
180,611189,2136312.563,0
147,645885,2514701.158,0
138,612449,3341037.905,0
135,545317,3584245.585,0
139,586304,4124114.202,0
133,537910,3665525.352,0
147,498466,2740859.086,0
144,606539,2248406.368,0
127,555048,2561419.977,0
143,612866,2351967.054,0
138,582532,2342608.497,0
142,596981,1938990.174,0
119,542881,1493595.277,0
170,535539,1831988.035,0
170,605162,1964198.184,0
140,609699,2122375.939,0
144,576996,2004179.705,0
165,637657,2095207.935,0
144,616725,2301811.955,0
156,576749,1894576.345,0
146,611113,2831538.691,0
161,661425,2757346.67,0
132,589680,2356791.522,0
152,670320,2299856.857,0
149,705745,2796295.72,0
149,669031,2774465.088,0
158,633915,2340086.595,0
177,604561,2011496.989,0
164,695009,2647568.484,0
149,667270,2849547.253,0
129,591003,2712263.676,0
140,642413,3159340.643,0
129,623080,2795725.678,0
162,580892,2121582.984,0
146,536646,1791420.031,0
147,556462,2170091.799,0
148,587578,1865761.064,0
146,537910,1988551.271,0
150,584069,2084880.761,0
155,513642,2011713.672,0
149,502650,2151502.299,0
154,493235,1737085.84,0
151,577790,2599568.95,0
145,554056,2054743.903,0
140,547054,2039637.043,0
137,531632,2830532.135,0
145,555979,2290691.942,0
149,509494,1891222.925,0
156,448469,1522989.688,0
143,570995,2224457.952,0
143,546756,2314128.385,0
129,528196,2253579.819,0
141,537841,2097269.929,0
135,533429,3349411.144,0
157,494048,1965918.497,0
149,471712,2055306.6,0
148,568390,2255407.844,0
128,550219,2539145.564,0
150,554586,2456917.483,0
133,546894,2207379.88,0
129,545601,2421306.202,0
131,497705,1834612.756,0
124,497599,1846664.92,0
131,596467,1927857.047,0
129,602552,2310580.418,0
128,548614,2515469.557,0
136,588732,2460612.936,0
147,537157,2139879.12,0
119,534188,1878531.691,0
154,493335,1858564.337,0
153,586493,1726830.891,0
154,603074,3522076.095,0
166,612496,2478092.168,0
153,556781,3004674.78,0
169,556045,2291567.352,0
166,506477,1516812.659,0
148,499029,1875748.716,0
148,600922,1971245.141,0
124,559609,2222267.861,0
151,610161,2170929.494,0
150,630081,2254855.173,0
149,571788,1924492.133,0
163,537632,2049092.919,0
163,533825,1716569.436,0
146,502906,2077130.23,0
135,610164,2731958.306,0
123,586189,1999807.956,0
154,579453,2327792.805,0
154,579118,2377047.791,0
155,554586,2097223.397,0
163,501182,1338909.577,0
158,577213,1984740.679,0
147,564904,2090785.997,0
152,588707,2098712.581,0
130,572897,2132803.99,0
132,548157,2092780.605,0
144,504624,1464561.622,0
152,459081,1302221.635,0
149,534141,1714220.634,0
164,630684,1814694.812,0
134,540030,1777557.922,0
140,554194,1783678.094,0
153,544877,1595134.293,0
126,476950,1308424.921,0
179,484399,1160632.754,0
140,595479,1713681.507,0
136,610183,1600893.42,0
152,594762,1603741.19,0
144,564521,1626880.301,0
142,529153,1750922.91,0
155,485393,1478034.976,0
164,498935,1506619.985,0
163,543681,1672258.492,0
165,573088,1981907.53,0
156,548451,1897616.618,0
154,560153,1564540.185,0
139,504097,1880952.091,0
163,550478,1475509.565,0
145,504440,1626466.709,0
133,549694,2074708.008,0
151,598087,2268567.272,0
166,586525,1867494.606,0
141,544570,2326674.028,0
136,525433,2253377.478,0
166,510540,2019184.951,0
185,511970,1851826.567,0
153,576282,2278155.602,0
167,583893,1737650.314,0
148,582015,2545689.057,0
143,599720,1838851.924,0
142,607387,2464312.41,0
157,536521,1536124.183,0
141,489805,1420395.181,0
151,671125,1992727.405,0
158,652938,1906791.153,0
167,650902,2302843.3,0
161,712317,2291725.007,0
143,647542,2368166.6,0
169,623627,2376975.883,0
160,553859,2698212.132,0
124,533735,2585917.322,0
139,643322,2864039.241,0
144,593487,2691149.304,0
128,578990,2088161.192,0
136,640423,2021409.06,0
142,562826,3408105.67,0
130,502543,2461115.976,0
125,561226,1887070.937,0
155,610949,2509108.681,0
125,456946,1937925.864,0
134,643225,2465644.969,0
164,654095,3172355.535,0
149,518626,1351493.218,0
144,487940,1877896.517,0
143,543296,3736942.235,0
139,570528,3108006.834,0
138,513805,2161155.147,0
162,772634,3492141.359,0
152,595887,1564832.97,0
149,556223,1503224.752,0
168,479135,1342234.975,0
147,617177,1806193.777,0
144,586823,1846449.783,0
133,615743,4781474.413,0
155,636913,6817502.785,0
116,575853,5890890.019,0
147,595439,5803605.832,0
153,581817,5398763.867,0
146,663199,4470465.954,0
169,711260,3497745.2,0
147,639275,2694658.104,0
168,644567,1759909.004,0
163,592501,1395606.568,0
168,586946,950069.9318,0
142,558865,1119373.699,0
172,666591,1547251.349,0
156,692383,1759582.234,0
171,680704,1956468.289,0
159,671977,1604094.506,0
148,690278,1605921.956,0
142,645594,1119382.03,0
128,639659,1161609.412,0
139,714576,1560261.72,0
134,738725,1711822.47,0
147,701679,1723439.703,0
162,799439,1870554.837,0
152,727681,1465067.396,0
153,680528,1204193.185,0
144,591454,950718.2639,0
164,723269,1514724.192,0
149,687777,1410084.882,0
142,696433,1366660.389,0
146,565965,1513280.754,0
143,777262,1784511.18,0
172,704934,1235161.952,0
148,585824,916341.4214,0
152,681965,1721222.673,0
150,749978,1651414.711,0
174,744849,1547890.893,0
157,654494,1425236.296,0
135,626837,1526017.128,0
132,596580,1170744.749,0
187,581600,1060663.655,0
156,643240,1692640.281,0
178,672742,1566232.61,0
139,657317,1655833.795,0
127,638354,2047186.306,0
133,675541,1883877.693,0
144,620985,1321325.895,0
141,547375,1411672.896,0
151,682997,1841738.492,0
138,683553,1939201.332,0
159,736184,2851534.344,0
159,718429,2459189.602,0
152,711950,2633796.223,0
137,570322,1526634.417,0
165,475284,1094479.337,0
142,598151,1513037.04,0
156,689164,2242009.729,0
164,697636,2063689.692,0
150,703007,1781841.828,0
157,696861,2207636.679,0
148,634238,1379308.871,0
156,564538,1084340.885,0
159,782100,1573981.615,0
164,797735,1950525.355,0
153,789606,2482037.821,0
140,677443,2998215.112,0
161,798358,3100652.306,0
138,715768,2152944.554,0
167,640288,1679995.299,0
136,658996,2095379.055,0
160,768101,2359325.55,0
153,685325,3980330.054,0
172,670074,3521724.143,0
150,639010,2361739.558,0
172,597972,1500321.72,0
167,563818,1725125.555,0
169,637316,2087940.546,0
158,714357,2310740.489,0
150,699309,1935116.592,0
174,702109,2603895.11,0
189,700338,2588414.223,0
181,649012,1533463.233,0
174,581840,1135726.932,0
138,573137,1522815.668,0
149,655702,1956073.136,0
149,710251,1930677.636,0
155,728897,2113175.403,0
170,629803,1800256.178,0
152,619316,1249362.253,0
167,617637,1375857.614,0
144,612403,1462181.222,0
145,722405,1791768.78,0
192,896356,2078948.617,0
157,671752,1851685.666,0
149,799170,2438292.661,0
144,677634,2118864.578,0
159,680397,1800248.442,0
125,579818,1679402.417,0
151,739419,2038903.522,0
146,707090,1959826.106,0
169,786423,3197018.872,0
147,702696,2744074.819,0
139,637608,1418142.398,0
140,570537,954999.5676,0
163,682406,1591074.646,0
169,726430,1925169.973,0
139,677725,1750347.684,0
151,670289,2986480.939,0
151,805209,2501945.958,0
151,692025,1248556.859,0
134,610335,1419255.293,0
148,689042,1561277.915,0
138,661007,1754148.41,0
138,666336,2548904.034,0
150,747364,3342958.487,0
163,790857,1919952.536,0
167,785010,1233214.155,0
178,680874,1128100.267,0
144,684132,1881223.05,0
153,755332,1954778.738,0
144,739620,2493836.067,0
157,771120,2742003.358,0
151,787788,4558368.402,0
132,652093,1974194.904,0
147,695425,1232770.741,0
142,716488,1915378.96,0
153,770554,2099918.942,0
142,710329,2522734.845,0
148,739904,5699545.523,0
156,746039,2751691.905,0
149,696990,1651256.174,0
155,585598,1201859.267,0
145,690389,2089770.02,0
156,748447,2703063.85,0
142,713404,2274799.155,0
153,798175,3316344.04,0
154,728387,3122262.976,0
157,676234,2599334.281,0
165,690161,6345239.357,0
136,696776,3296575.01,0
142,725839,6200927.722,0
159,777034,5240108.862,0
148,731300,2379458.032,0
176,734776,3876256.754,0
133,641049,3359560.99,0
166,616664,1772687.273,0
132,615703,2337117.334,0
155,742513,2332205.311,0
138,720951,1812147.843,0
164,714338,2164789.745,0
135,644650,3573848.964,0
132,663363,2859605.756,0
158,674185,4026308.736,0
176,755799,4163240.214,0
125,648328,2476603.498,0
162,803171,2295660.85,0
147,741337,2045375.195,0
162,742041,5893220.186,0
137,618774,9838136.841,0
159,664405,1512371.727,0
147,734707,2077781.897,0
167,805787,2024632.207,0
142,755361,2068435.883,0
127,628727,2143228.005,0
139,823416,2216168.37,0
150,785350,1610347.304,0
146,654009,1902570.095,0
138,695241,2451805.095,0
146,731266,2456420.955,0
143,748748,2176695.99,0
138,634696,2222758.116,0
167,827634,2339052.357,0
145,689969,1746209.312,0
153,633981,1577942.3,0
124,572214,1940799.634,0
148,764067,3246840.061,0
153,793869,2429753.953,0
147,733959,2636893.447,0
136,749803,2454474.324,0
173,856295,2085973.148,0
151,705139,1786432.985,0
150,723369,2509004.846,0
158,808439,2531694.305,0
132,711094,2625551.836,0
168,891845,2892428.858,0
129,683280,2863316.311,0
168,880442,2713257.082,0
167,767740,2213326.704,0
180,902129,3877215.601,0
155,803436,3162517.251,0
148,793277,3874769.785,0
135,736488,3043753.158,0
154,796163,3073037.692,0
158,805175,3010157.614,0
164,885549,2545656.418,0
170,853932,3103702.086,0
132,576834,2799129.216,0
155,779943,4046479.136,0
142,723512,3210225.945,0
164,814359,2945763.682,0
165,809561,2804084.671,0
147,766108,2312823.371,0
146,773176,3323799.865,0
168,888023,4112953.889,0
154,837484,3588186.521,0
163,853622,3530884.929,0
153,815923,2804635.981,0
168,855140,2657377.951,0
165,783604,2786546.068,0
151,803619,2525128.965,0
179,854729,3826430.148,0
164,826804,3330411.624,0
170,813524,3357411.231,0
146,711730,2928808.543,0
192,828892,3233909.078,0
161,727317,3486275.164,0
164,735726,3259528.681,0
151,771002,2545677.655,0
165,825196,2630808.405,0
165,773019,2395589.201,0
151,724675,2596621.094,0
141,646678,2449118.61,0
146,581509,2301534.231,0
147,678437,2893538.971,0
141,764631,3332828.048,0
140,715419,3266873.636,0
153,733315,3066425.901,0
148,677640,3448634.121,0
145,598939,2338185.94,0
145,542511,2263317.856,0
151,675988,3071769.119,0
138,723104,3018444.738,0
140,744937,3625571.871,0
139,691581,3267161.428,0
160,651225,2401755.515,0
146,596479,2254175.196,0
122,483570,1868429.047,0
142,653594,3779418.896,0
131,713663,2770208.703,0
157,695541,2823966.128,0
120,574777,3186635.159,0
154,697296,3475033.638,0
164,566916,2316434.733,0
188,520931,1799632.148,0
170,633906,2832034.603,0
153,693649,2286343.305,0
149,611351,2513987.238,0
142,579488,2215848.591,0
148,699670,2453741.077,0
165,575288,2699738.771,0
138,498738,2367596.821,0
197,736740,3269080.457,0
173,715543,2896549.045,0
177,655195,2631445.677,0
157,629562,2516299.995,0
139,610632,2601799.879,0
127,581907,1958573.718,0
163,526035,2035268.691,0
148,607268,2658035.613,0
165,707975,2653766.968,0
149,662867,2509365.828,0
162,598828,2443211,0
154,719233,2264274.481,0
160,581700,1793088.275,0
172,473027,1600323.651,0
178,628061,2393466.6,0
148,665748,7336256.313,0
147,614884,3704928.862,0
154,594685,2481256.086,0
150,651348,4203872.09,0
157,549839,4134542.024,0
147,471696,8866222.524,0
145,583220,2947402.79,0
149,352424,2633798.152,0
152,551807,2820428.459,0
138,565929,2133227.079,0
179,619206,2329716.153,0
177,607425,1958602.781,0
140,524522,1759850.475,0
153,648365,2359919.573,0
164,737122,2700000.26,0
138,693171,2423175.598,0
134,702094,2835042.938,0
144,753294,3229999.644,0
135,663850,2414521.118,0
148,705024,2243479.262,0
130,672805,2822187.042,0
152,849446,2679106.222,0
130,708788,2954985.445,0
179,859388,2790880.552,0
149,787166,2669279.009,0
151,736730,2352589.939,0
130,560876,1783558.84,0
115,629428,2497994.704,0
89,545685,1843217.528,0
159,844461,2363819.529,0
101,516578,1648686.54,0
101,563269,1419457.765,0
105,621850,1402892.592,0
155,682255,1285150.426,0
129,615972,1720458.18,0
149,732966,1958313.301,0
168,698269,1638679.817,0
163,724990,1789355.676,0
174,733783,1802440.926,0
164,651381,1580305.847,0
154,527654,1424953.241,0
175,700580,2420753.396,0
197,744408,6493150.039,0
162,726875,2520446.769,0
176,647645,2233112.275,0
175,756281,2168325.695,0
169,562408,1849746.798,0
138,504082,1623220.049,0
174,664368,2692005.498,0
188,678595,2430941.861,0
190,668950,2831212.884,0
174,683538,3200145.084,0
180,794871,3534612.485,0
169,602299,2240646.894,0
176,529898,1738874.879,0
127,582254,2333957.294,0
156,715225,1923284.605,0
117,585787,1939586.864,0
176,651680,1932727.589,0
139,618608,1875335.23,0
166,520315,1314508.08,0
145,466000,1119276.97,0
125,632336,1995684.921,0
138,673642,2093406.991,0
147,669713,2168984.579,0
177,700075,2302851.101,0
169,690052,1960682.747,0
138,569669,1660940.92,0
130,504280,1439109.255,0
150,763671,2028711.649,0
183,727863,1622695.283,0
134,602596,1468790.74,0
125,679484,1666611.727,0
159,746029,1383027.026,0
158,612780,1055525.544,0
182,613106,1273611.937,0
161,731153,2564018.877,0
160,770192,1952289.668,0
139,752318,1778444.162,0
153,724785,1979554.766,0
136,815265,1971283.384,0
141,748390,1518393.196,0
195,715357,1324663.964,0
174,804289,1925205.564,0
164,842381,2826171.937,0
151,837408,2154353.262,0
178,889983,1911311.867,0
179,818192,1927247.421,0
153,763871,1562588.6,0
182,727595,1499204.495,0
171,799367,2994818.337,0
167,883246,2586032.108,0
185,788191,1984823.18,0
180,690218,1743919.657,0
104,667718,2003977.225,0
85,536785,1417695.812,0
154,864989,1659959.905,0
147,819328,1855584.227,0
138,744382,1916686.477,0
156,914510,2191308.315,0
150,859510,2251378.165,0
119,798556,3036929.609,0
130,719643,5765969.345,0
141,684345,6077425.122,0
133,730294,2782648.586,0
156,898577,3523838.116,0
144,789932,4267323.335,0
153,878731,2237809.572,0
120,739618,2333950.774,0
80,542026,1664880.37,0
80,542990,2087930.627,0
140,846427,4374153.7,0
128,752623,3861149.037,0
152,874737,3422899.06,0
152,833182,3817994.312,0
167,858878,3818219.593,0
136,744358,2716113.898,0
160,735576,5442164.823,0
175,916023,4224222.225,0
173,985419,3637233.522,0
148,833205,3507780.838,0
157,927261,3406958.991,0
149,862393,2677848.851,0
156,873329,2899917.653,0
153,874507,2050315.308,0
170,1014166,2426385.167,0
156,978834,2880931.739,0
173,1074536,3262042.942,0
167,1036023,2697792.327,0
